minister	43931892	The *** said a prayer on behalf of the entire congregation.	A person who is trained to preach, to perform religious ceremonies, and to afford pastoral care at a Protestant church.
motion	43927084	The *** to amend is now open for discussion.	A parliamentary action to propose something. A similar procedure in any official or business meeting.
fashion	43883676	Check out the latest in ***.	Popular trends.
monitor	43848202	The camp ***s look after the children during the night, when the teachers are asleep.	Someone who watches over something; a person in charge of something or someone.
trading	43706094	This company trades (in) precious metal.	To engage in trade.
forest	43667070	a *** of criticism	Any dense collection or amount.
coverage	43621558	Before laying sod on that clay, the ground needs two inches of *** with topsoil.	An amount by which something or someone is covered.
chance	43461638	We had the *** to meet the president last week.	An opportunity or possibility.
vision	43425570	He tried drinking from the pool of water, but realized it was only a ***.	Something imaginary one thinks one sees.
ball	43399906	a *** of spittle; a fecal ***	A solid or hollow sphere, or roughly spherical mass.
discuss	43208309	I don't wish to *** this further. Let's talk about something else.	To converse or debate concerning a particular topic.
accept	43171429	The Boy Scouts were going to *** him as a member.	To admit to a place or a group.
naked	43110969	She was as *** as the day she was born.	Bare, not covered by clothing.
goal	43074829	My lifelong *** is to get into a Hollywood movie.	A result that one is attempting to achieve.
successful	43041696	a *** use of medicine;  a *** experiment;  a *** enterprise	Resulting in success; assuring, or promoting, success; accomplishing what was proposed; having the desired effect
wind	42974876	As they accelerated onto the motorway, the *** tore the plywood off the car's roof-rack.	Real or perceived movement of atmospheric air usually caused by convection or differences in air pressure.
situation	42880250	The United States is in an awkward *** with debt default looming.	The combination of circumstances at a given moment; a state of affairs.
publishing	42809196	Most of the sketches Faulkner published in 1925 appeared in the Sunday magazine section of the New Orleans Times-Picayune.	To issue (something, such as printed work) for distribution and/or sale.
emergency	42770237	Cardiac arrest is an *** and if you find someone in cardiac arrest you should call 999 immediately.	A situation which poses an immediate risk and which requires urgent attention.
currency	42720398	Wampum was used as a *** by Amerindians.	Money or other items used to facilitate transactions.
determine	42707469	The news of his father's illness ***d him to depart immediately.	To fix the course of; to impel and direct; with a remoter object preceded by to.
temperature	42645254	The *** in the room dropped nearly 20 degrees; it went from hot to cold.	A measure of cold or heat, often measurable with a thermometer.
patient	42560499	The subject of a passive verb is usually a ***.	(grammar) The noun or noun phrase that is semantically on the receiving end of a verb's action.
stone	42494931	a peach ***	The central part of some fruits, particularly drupes; consisting of the seed and a hard endocarp layer.
satellite	42379243	A spent upper stage is a derelict ***.	A moon or other smaller body orbiting a larger one.
fit	42342802	It's hard to get a good *** using second-hand parts.	Conformity of elements one to another.
village	42335952	There are 2 churches and 3 shops in our ***.	A rural habitation of size between a hamlet and a town.
amateur	42265916	The contest is only open to ***s.	A person attached to a particular pursuit, study, or science as to music or painting; especially one who cultivates any study or art, from taste or attachment, without pursuing it professionally.
met	42223443	This proposal meets my requirements. The company agrees to meet the cost of any repairs.	To satisfy; to comply with.
pain	42182798	I had to stop running when I started getting ***s in my feet.	An ache or bodily suffering, or an instance of this; an unpleasant sensation, resulting from a derangement of functions, disease, or injury by violence; hurt.
buyer	42024703	Every person who steps through the door is a potential ***, so acknowledge their presence.	A person who makes one or more purchases.
oral	41947093	We've got our Spanish *** tomorrow.	A spoken test or examination, particularly in a language class.
poster	41893537	He has ***s of his favorite band, sports teams and holiday resorts up.	A picture of a celebrity, an event etc., intended to be attached to a wall.
edge	41869418	I have the *** on him.	An advantage.
root	41835168	This tree's ***s can go as deep as twenty metres underground.	The part of a plant, generally underground, that anchors and supports the plant body, absorbs and stores water and nutrients, and in some plants is able to perform vegetative reproduction.
balance	41651718	Blair thought he could provide a useful *** to Bush's policies.	Something of equal weight used to provide equilibrium; counterweight.
shot	41614412	The land shoots into a promontory.	To protrude; to jut; to project; to extend.
architecture	41474428	*** is the visual public expression of a culture’s achievements, values, and outlook. ― Max Roscoe, "How Your City Is Killing You With Ugliness"	The art and science of designing and managing the construction of buildings and other structures, particularly if they are well proportioned and decorated.
initial	41372877	You can get your ***s printed at the top.	In plural, the first letter of each word of a person's full name considered as a unit.
label	41359857	Although the *** priced this poster at three pounds, I got it for two.	A small ticket or sign giving information about something to which it is attached or intended to be attached.
recommend	41146831	The board ***s Philips, given his ample experience in similar positions.	To bestow commendation on; to represent favourably; to suggest, endorse or encourage as an appropriate choice.
canon	41144763	The trial must proceed according to the ***s of law.	A generally accepted principle; a rule.
league	41109010	the *** of Nations	A group or association of cooperating members.
waste	41089558	The cage was littered with animal ***	Excrement or urine.
minute	41061449	You have twenty ***s to complete the test.	A unit of time equal to sixty seconds (one-sixtieth of an hour).
cold	40833613	A *** wind whistled through the trees.	(of a thing) Having a low temperature.
manufacturing	40781457	to manufacture wool into blankets	To work (raw or partly wrought materials) into suitable forms for use.
chair	40764005	All I need to weather a snowstorm is hot coffee, a warm fire, a good book and a comfortable ***.	An item of furniture used to sit on or in, comprising a seat, legs, back, and sometimes arm rests, for use by one person. Compare stool, couch, sofa, settee, loveseat and bench.
fishing	40730311	We had a good day's *** at the weekend.	The act of catching fish.
effort	40728131	It took a lot of *** to find a decent-sized, fully-furnished apartment within walking distance of the office.   He made a conscious *** to not appear affected by the stories in the paper.	The work involved in performing an activity; exertion.
bag	40671821	Acid House is not my ***: I prefer the more traditional styles of music.	One’s preference.
context	40568409	In what *** did your attack on him happen? - We had a pretty tense relationship at the time, and when he insulted me I snapped.	The surroundings, circumstances, environment, background or settings that determine, specify, or clarify the meaning of an event or other occurrence.
shirt	40501964	It can take a while to learn how to iron a *** properly.	An article of clothing that is worn on the upper part of the body, and often has sleeves, either long or short, that cover the arms.
continued	40414263	Do you want me to continue to unload these?	To proceed with (doing an activity); to prolong (an activity).
foot	40401241	A spider has eight feet.	A biological structure found in many animals that is used for locomotion and that is frequently a separate organ at the terminal part of the leg.
count	40345803	He has a 3–2 *** with the bases loaded.	The number of balls and strikes, respectively, on a batter's in-progress plate appearance.
breast	40334099	Tanya's ***s grew remarkably during pregnancy.	Either of the two organs on the front of a female human's chest, which contain the mammary glands; also the analogous organs in males.
religion	40095362	My brother tends to value ***, but my sister not as much.	Belief in a spiritual or metaphysical reality (often including at least one deity), accompanied by practices or rituals pertaining to the belief.
claim	40085342	a *** of ownership	A demand of ownership made for something.
permission	40032805	Sire, do I have your *** to execute this traitor?	Authorisation; consent (especially formal consent from someone in authority)
surgery	40026119	Many times *** is necessary to prevent cancer from spreading.	A procedure involving major incisions to remove, repair, or replace a part of a body.
patch	39999745	His sleeves had ***es on the elbows where different fabric had been sewn on to replace material that had worn away.	A piece of cloth, or other suitable material, sewed or otherwise fixed upon a garment to repair or strengthen it, especially upon an old garment to cover a hole.
heat	39971542	This furnace puts out 5000 BTUs of ***.   That engine is really throwing off some ***.   Removal of *** from the liquid caused it to turn into a solid.	Thermal energy.
generation	39912229	This is the book of the ***s of Adam - Genesis 5:1	A single step or stage in the succession of natural descent; a rank or degree in genealogy, the members of a family from the same parents, considered as a single unit.
miss	39897915	I think I’ll give the meeting a ***.	An act of avoidance (used with the verb give).
doctor	39845710	the *** of a calico-printing machine, which is a knife to remove superfluous colouring matter	Any mechanical contrivance intended to remedy a difficulty or serve some purpose in an exigency.
task	39832721	The user killed the frozen ***.	A process or execution of a program.
reduce	39830748	to *** weight, speed, heat, expenses, price, personnel etc.	To bring down the size, quantity, quality, value or intensity of something; to diminish, to lower.
brought	39794764	Waiter, please bring me a single malt whiskey.	(ditransitive) To transport toward somebody/somewhere.
component	39752354	A CPU is a *** of a computer.	A smaller, self-contained part of a larger entity. Often refers to a manufactured object that is part of a larger device.
enable	39733007	April 16, 2018, Norimitsu Onishi and Selam Gebrekidan writing in The New York Times, ‘They Eat Money’: How Mandela’s Political Heirs Grow Rich Off Corruption	To yield the opportunity or provide the possibility for something; to provide with means, opportunities, and the like.
exercise	39699360	The teacher told us that the next *** is to write an essay.	Any activity designed to develop or hone a skill or ability.
bug	39672754	These flies are a bother. I’ll get some *** spray and kill them.	Any insect, arachnid, or other terrestrial arthropod that is a pest.
guarantee	39603838	Can you give me a *** that he will be fit for the match?	Anything that assures a certain outcome.
diamond	39573067	The saw is coated with ***.	A glimmering glass-like mineral that is an allotrope of carbon in which each atom is surrounded by four others in the form of a tetrahedron.
flight	39229938	Most birds are capable of ***.	The act of flying.
congress	39186605	The National *** of American Indians	An association, especially one consisting of other associations or representatives of interest groups.
fuel	39148291	His books were *** for the revolution.	Something that stimulates, encourages or maintains an action.
walk	39129365	To *** briskly for an hour every day is to keep fit.	To move on the feet by alternately setting each foot (or pair or group of feet, in the case of animals with four or more feet) forward, with at least one foot on the ground at all times. Compare run.
fuck	39099536	I don't give a ***.	A thing of no value, a small amount.
wait	39001376	I had a very long *** at the airport security check.	A delay.
pocket	38931224	I paid for it out of my own ***.	Such a receptacle seen as housing someone's money; hence, financial resources.
saint	38929141	Kateri Tekakwitha was proclaimed a ***.	A person whom a church or another religious group has officially recognised as especially holy or godly; one eminent for piety and virtue.
freedom	38909717	Having recently been released from prison, he didn't know what to do with his newfound ***.	The state of being free, of not being imprisoned or enslaved.
argument	38902162	Parameters are like labeled fillable blanks used to define a function whereas ***s are passed to a function when calling it, filling in those blanks.	A value, or reference to a value, passed to a function.
competition	38886455	The *** for this job is strong.	The action of competing.
joint	38827057	This rod is free to swing at the *** with the platform.	The point where two components of a structure join, but are still able to rotate.
upgrade	38777600	With my phone company, I get a free *** every twelve months if I keep topping up 10 pounds a month.	An improved component or replacement item, usually applied to technology
factor	38740174	The *** of the trading post bought the furs.	A doer, maker; a person who does things for another person or organization.
stream	38592422	He poured the milk in a thin *** from the jug to the glass.	A thin connected passing of a liquid through a lighter gas (e.g. air).
hearing	38521552	I was deaf, and now I can hear.	(stative) To perceive sounds through the ear.
prime	38308402	I'm threatening to build a *** here.	Six consecutive blocks, which prevent the opponent's pieces from passing.
limit	38290292	There are several existing ***s to executive power.	A restriction; a bound beyond which one may not go.
bondage	38237169	In Judeo-Christian tradition, the Israelites fled *** at the hands of the Egyptians, only to wander in the wilderness for the next four decades.	The state of being enslaved or the practice of slavery.
quantity	38123233	You have to choose between *** and quality.	A fundamental, generic term used when referring to the measurement (count, amount) of a scalar, vector, number of items or to some other way of denominating the value of a collection or group of items.
reporting	37995481	For insurance reasons, I had to report the theft to the local police station.	To notify someone of (particular intelligence, suspicions, illegality, misconduct etc.); to make notification to relevant authorities; to submit a formal report of.
platform	37930473	This new talk show will give a *** to everyday men and women.	A place or an opportunity to express one's opinion; a tribune.
load	37896224	I struggled up the hill with the heavy *** in my rucksack.	A burden; a weight to be carried.
affiliate	37877419	Our local TV channel is an *** of NBC.	Someone or something, especially, a television station, that is associated with a larger, related organization, such as a television network; a member of a group of associated things.
admin	37835381	The *** changed the forum settings to enable the use of emoticons.	A user of a discussion forum, web site, etc. with privileges allowing them to control or restrict the activity of other uses.
nursing	37822746	She believes that *** her baby will make him strong and healthy.	To breastfeed: to feed (a baby) at the breast; to suckle.
defense	37819618	Department of ***	Government policy or (infra)structure related to the military.
heavy	37668153	With his wrinkled, uneven face, the actor always seemed to play the *** in films.	A villain or bad guy; the one responsible for evil or aggressive acts.
joe	37642746	I'm just an ordinary ***.	A male; a guy; a fellow.
cock	37573028	All right, ***?	(Tasmania) Term of address.
expert	37537204	We called in several ***s on the subject, but they couldn't reach an agreement.	A person with extensive knowledge or ability in a given subject.
protect	37455957	Condoms are designed to *** against sexually-transmitted diseases.	To keep safe; to defend; to guard; to prevent harm coming to.
drop	37433033	Put three ***s of oil into the mixture.	A small quantity of liquid, just large enough to hold its own round shape via surface tension, especially one that falls from a source of liquid.
solid	37426444	I owe him; he did me a *** last year.	A favor.
prevent	37247684	I brush my teeth regularly to *** them from turning yellow.	To stop (an outcome); to keep from (doing something).
campaign	37150011	The company is targeting children in their latest advertising ***.	A series of operations undertaken to achieve a set goal.
improvement	37133738	the new edition is an *** on the old.	Something which is improved
spirit	36971683	A wandering *** haunts the island.	A supernatural being, often but not exclusively without physical form; ghost, fairy, angel.
acceptance	36864919	the *** of a gift, office, doctrine, etc.	The act of accepting; a receiving of something offered, with acquiescence, approbation, or satisfaction; especially, favourable reception; approval.
hire	36743717	The sign offered pedalos on ***.	Payment for the temporary use of something.
election	36728229	How did you vote in (UK also: at) the last ***?	A process of choosing a leader, members of parliament, councillors or other representatives by popular vote.
suggest	36726336	Are you ***ing that I killed my wife?	To imply but stop short of saying explicitly.
branch	36712083	the ***es of a hyperbola	One of the portions of a curve that extends outwards to an indefinitely great distance.
serve	36697856	Whose *** is it?	An act of putting the ball or shuttlecock in play in various games.
mount	36648260	the *** of Jupiter	Any of seven fleshy prominences in the palm of the hand, taken to represent the influences of various heavenly bodies.
smart	36636558	After being hit with a pitch, the batter exclaimed "Ouch, my arm ***s!"	To hurt or sting.
avoid	36508203	I try to *** the company of gamblers.	To keep away from; to keep clear of; to stay away from
corner	36419737	The ***s of the wire mesh were reinforced with little blobs of solder.	The point where two converging lines meet; an angle, either external or internal.
rank	36408196	*** nonsense	Strong of its kind or in character; unmitigated; virulent; thorough; utter (used of negative things).
element	36306394	Letters are the ***s of written language.	One of the simplest or essential parts or principles of which anything consists, or upon which the constitution or fundamental powers of anything are based.
birth	36286070	the *** of an empire	A beginning or start; a point of origin.
virus	36286003	He caught a *** and had to stay home from school.	A disease caused by these organisms.
abuse	36269685	All ***, whether physical, verbal, psychological or sexual, is bad.	Improper treatment or usage; application to a wrong or bad purpose; an unjust, corrupt or wrongful practice or custom.
procedure	36129804	Ensure that you follow *** when accessing customers' personal information.	The set of established forms or methods of an organized body for accomplishing a certain task or tasks.
breakfast	35991312	You should put more protein in her *** so she will grow.	The first meal of the day, usually eaten in the morning.
column	35986621	It was too hard to read the text across the whole page, so I split it into two ***s.	A body of text meant to be read line by line, especially in printed material that has multiple adjacent such on a single page.
faith	35936559	I have *** in the goodness of my fellow man.	A trust or confidence in the intentions or abilities of a person, object, or ideal from prior empirical evidence.
chain	35928367	He wore a gold *** around the neck.	A series of interconnected rings or links usually made of metal.
identify	35854119	The Associated Press will not *** the suspect of the crime because he is a juvenile.	To disclose the identity of someone.
avenue	35847733	There are several ***s by which we can approach this problem.	A method or means by which something may be accomplished.
reach	35687918	To call George eloquent is certainly a ***.	An exaggeration; an extension beyond evidence or normal; a stretch.
comparison	35683256	to bring a thing into *** with another;  there is no *** between them	The act of comparing or the state or process of being compared.
mental	35674270	He is the most *** freshman I've seen yet.	Insane, mad, crazy.
moment	35660913	Wait a ***, while I lock the front door.	A brief, unspecified amount of time.
sequence	35643482	Complete the listed tasks in ***.	The state of being sequent or following; order of succession.
inch	35629597	"Don't move an ***!"	A very short distance.
attack	35599513	They claimed the censorship of the article was an *** on free speech.	An attempt to detract from the worth or credibility of, a person, position, idea, object, or thing, by physical, verbal, emotional, or other assault.
opening	35538225	Turn the doorknob to open the door.	To make something accessible or allow for passage by moving from a shut position.
damage	35529909	The storm did a lot of *** to the area.	Injury or harm; the condition or measure of something not being intact.
produce	35383071	to *** a side of a triangle	To extend an area, or lengthen a line.
truth	35345925	The *** is that our leaders knew a lot more than they were letting on.	True facts, genuine depiction or statements of reality.
counter	35345740	He's only 16 months, but is already a good *** – he can count to 100.	One who counts
camp	35255018	a hunter's ***	A single hut or shelter.
fill	35148024	the bucket ***ed with rain;  the sails *** with wind	To become full.
movement	35105385	I saw a *** in that grass on the hill.	Physical motion between points in space.
printing	35080589	Print the draft double-spaced so we can mark changes between the lines.	To produce one or more copies of a text or image on a surface, especially by machine; often used with out or off: print out, print off.
approval	35046541	I need to get an *** on this purchase order.	An expression granting permission; an indication of agreement with a proposal; an acknowledgement that a person, thing or event meets requirements.
draft	35033621	She took a deep *** from the bottle of water.	The quantity of liquid (such as water, alcohol, or medicine) drunk in one swallow.
adventure	34807033	A life full of ***s.	A remarkable occurrence; a striking event.
offering	34799901	She offered to help with her homework.	To propose or express one's willingness (to do something).
profit	34753530	Reading such an enlightening book on the subject was of much *** to his studies.	Benefit, positive result obtained.
variable	34715780	There are several ***s to consider here.	Something whose value may be dictated or discovered.
advertisement	34681267	Companies try to sell their products using ***s in form of placards, television spots and print publications.	A commercial solicitation designed to sell some commodity, service or similar.
expect	34675677	He never ***ed to be discovered.	To predict or believe that something will happen
parking	34672915	I parked the drive heads of my hard disk before travelling with my laptop.	To bring (something such as a vehicle) to a halt or store in a specified place.
yesterday	34639311	Today is the child of *** and the parent of tomorrow.	The day immediately before today; one day ago.
extension	34464199	a browser ***	An optional software component that adds functionality to an application.
brother	34273892	I would like to thank the *** who just spoke.	A male fellow member of a religious community, church, trades union etc.
disc	34140094	A coin is a *** of metal.	A thin, flat, circular plate or similar object.
theatre	34095301	His grandfather was in the Pacific theater during the war.	A region where a particular action takes place; a specific field of action, usually with reference to war.
sponsor	33988132	He was my *** when I applied to join the club.	A person or organisation with some sort of responsibility for another person or organisation, especially where the responsibility has a religious, legal, or financial aspect.
icon	33955393	That man is an *** in the business; he personifies loyalty and good business sense.	(by extension) A person or thing that is the best example of a certain profession or some doing.
warranty	33921186	I made sure to check the terms of my *** for my computer to ensure I was covered in case it broke down.	A written guarantee, usually over a fixed period, provided to someone who buys a product or item, which states that repairs will be provided free of charge in case of damage or a fault.
direction	33868571	Keep going in the same ***.	A theoretical line (physically or mentally) followed from a point of origin or towards a destination. May be relative (e.g. up, left, outbound, dorsal), geographical (e.g. north), rotational (e.g. clockwise), or with respect to an object or location (e.g. toward Boston).
signal	33648212	My mobile phone can't get a *** in the railway station.	(of a radio, TV, telephone, internet, etc.) An electromagnetic action, normally a voltage that is a function of time, that conveys the information of the radio or TV program or of communication with another party.
brain	33612784	She was a total ***.	An intelligent person.
dream	33518573	a *** of bliss	A visionary scheme; a wild conceit; an idle fancy.
cast	33395024	The area near the stream was covered with little bubbly worm ***s.	A small mass of earth "thrown off" or excreted by a worm.
flower	33364539	The dogwoods are in *** this week.	(usually with in) Of plants, a state of bearing blooms.
soul	33173763	Fifty ***s were lost when the ship sank.	An individual life.
promote	33113081	He ***d his clerk to office manager.	To raise (someone) to a more important, responsible, or remunerative job or rank.
carry	33056477	Adjust your *** from time to time so that you don't tire too quickly.	A manner of transporting or lifting something; the grip or position in which something is carried.
advantage	32963469	The enemy had the *** of a more elevated position.	Any condition, circumstance, opportunity or means, particularly favorable to success, or to any desired end.
tourism	32925132	libel ***; suicide ***; sex ***	The act of visiting another region or jurisdiction for a particular purpose.
priority	32917021	He set his e-mail message's *** to high.	An item's relative importance.
graphic	32780694	I've just played this new computer game: the ***s are amazing.	(mostly in plural) A computer-generated image as viewed on a screen forming part of a game or a film etc.
atom	32776867	In a Venn diagram, an *** is depicted as an area circumscribed by lines but not cut by any line.	A non-zero member of a Boolean algebra that is not a union of any other elements. Or, a non-zero member of a Boolean lattice that has only zero below it.
binding	32603649	Just to make the cheese more ***	To cohere or stick together in a mass.
brief	32599674	We got a news ***.	A short news story or report.
anonymous	32563033	an *** pamphlet	Without any name acknowledged of a person responsible
iron	32552371	He appeared easygoing, but inside he was pure ***.	Used as a symbol of great strength or toughness, or to signify a very strong or tough material.
straight	32551647	My friends call ***s "heteros".	A heterosexual.
prepared	32502271	We *** the spacecraft for takeoff.	To make ready for a specific future purpose; to set up; to assemble or equip.
void	32491126	Nobody has crossed the *** since one man died trying three hundred years ago; it's high time we had another go.	An empty space; a vacuum.
alert	32472727	an airborne ***; ground ***	A state of readiness for potential combat.
tag	32432108	The subwoofer in the trunk was so loud, it vibrated the *** like an aluminum can.	A vehicle number plate; a medal bearing identification data (animals, soldiers).
interview	32430752	The reporter gave the witness an ***.	A conversation in person (or, by extension, over the telephone, Internet etc.) between a journalist and someone whose opinion or statements he or she wishes to record for publication, broadcast etc.
mix	32428241	*** the eggs and milk with the flour until the consistency is smooth.	To stir together.
framework	32421841	These ‘three principles of connexion’ compose the *** of principles in Hume's account of the association of ideas.	A basic conceptual structure.
disk	32375647	A coin is a *** of metal.	A thin, flat, circular plate or similar object.
fix	32334055	That plumber's *** is much better than the first one's.	A repair or corrective action.
handle	32318665	The daily *** of a Las Vegas casino is typically millions of dollars.	The gross amount of wagering within a given period of time or for a given event at one of more establishments.
sweet	32311923	Can we see the *** menu, please?	A food eaten for dessert.
desk	32311444	city ***	A department of a newspaper tasked with covering a particular geographical region or aspect of the news.
vice	32220446	Gluttony is a ***, not a virtue.	A bad habit.
truck	32136249	Mexican open-bed ***s haul most of the fresh produce that comes into the United States from Mexico.	A semi-tractor ("semi") trailer; a lorry.
behavior	32128221	He was on his best *** when her family visited.	A state of probation about one's conduct.
enlarge	32120976	Knowledge ***s the mind.	To increase the capacity of; to expand; to give free scope or greater scope to; also, to dilate, as with joy, affection, etc.
ray	32113994	I saw a *** of light through the clouds.	A beam of light or radiation.
duty	32011339	We don't have a *** to keep you here.	That which one is morally or legally obligated to do.
bear	31981362	That window can be a *** to open.	Something difficult or tiresome; a burden or chore.
ocean	31928741	an *** of affairs	An immense expanse; any vast space or quantity without apparent limits.
depth	31879926	Measure the *** of the water in this part of the bay.	The vertical distance below a surface; the degree to which something is deep
dry	31744277	This towel is still damp: I think it needs another ***.	The process by which something is dried.
reality	31626554	The *** of the crash scene on TV dawned upon him only when he saw the victim was no actor but his friend.	The state of being actual or real.
forgot	31626338	I have ***ten most of the things I learned in school.	To lose remembrance of.
faster	31541236	That rope is dangerously loose. Make it fast!	Firmly or securely fixed in place; stable.
bought	31501377	I'm going to buy my father something nice for his birthday.	To obtain (something) in exchange for money or goods
route	31439231	The *** was used so much that it formed a rut.	A course or way which is traveled or passed.
broken	31399439	If the vase falls to the floor, it might break.	To separate into two or more pieces, to fracture or crack, by a process that cannot easily be reversed for reassembly.
blow	31344495	We're having a bit of a *** this afternoon.	A strong wind.
battle	31344458	the *** of life	A contest, a struggle.
residential	31337029	The youth group organises annual ***s.	A trip during which people temporarily live together.
anime	31334688	I can draw an *** version of you, if you want.	An artistic style originating in, and associated with, Japanese animation, and that has also been adopted by a comparatively low number of animated works from other countries.
query	31284313	The teacher answered the student’s *** concerning biosynthesis.	A question, an inquiry (US), an enquiry (UK).
clip	31264432	He was walking at a fair *** and I was out of breath trying to keep up.	An unspecified but normally understood as rapid speed or pace.
expression	31179707	The *** "break a leg!" should not be taken literally.	A colloquialism or idiom.
speech	31119662	It was hard to hear the sounds of his *** over the noise. He had a bad *** impediment.	The faculty of uttering articulate sounds or words; the ability to speak or to use vocalizations to communicate.
wire	31113149	This election is going to go right to the ***	A deadline or critical endpoint.
replacement	30981707	The *** of that broken light-bulb will have to wait until I can buy a new one.	The act of replacing something.
tape	30941382	After the party there was *** all over the place.	Thin and flat paper, plastic or similar flexible material, usually produced in the form of a roll.
judge	30905832	At a boxing match, the decision of the ***s is final.	A person officiating at a sports event or similar.
spam	30881361	I get far too much ***.	(rarely countable) Unsolicited bulk electronic messages.
cent	30836935	He blew every last ***.	A small sum of money.
fight	30784313	A wounded animal will *** like a maniac, relentless, savage and murderous.	To contend in physical conflict, either singly or in war, battle etc.
height	30745406	She's at the *** of her career.	The highest point or maximum degree.
null	30739157	Since no date of birth was entered for the patient, his age is ***.	The attribute of an entity that has no valid value.
zero	30735412	One million has six ***es.	The digit 0 in the decimal, binary, and all other base numbering systems.
speaker	30732820	The company hired a motivational *** to boost morale.	One who makes a speech to an audience.
designer	30641959	a font ***	A software tool for designing things.
marriage	30592140	You should enter *** for love.	The state of being married.
roll	30590349	Hear the *** of cannon.	A heavy, reverberatory sound.
secret	30542047	"Can you keep a ***?" "Yes." "So can I."	A piece of knowledge that is hidden and intended to be kept hidden.
bath	30537308	a *** of heated sand, ashes, steam, or hot air	A substance or preparation in which something is immersed.
theater	30446816	His grandfather was in the Pacific *** during the war.	A region where a particular action takes place; a specific field of action, usually with reference to war.
perform	30378944	It took him only twenty minutes to *** the task.	To do something; to execute.
healthy	30360623	He was father to three *** kids.	Enjoying health and vigor of body, mind, or spirit: well.
injury	30291773	The passenger sustained a severe *** in the car accident.	Damage to the body of a human or animal.
ministry	30275714	She works for the *** of finance.	Government department, at the administrative level normally headed by a minister (or equivalent rank, e.g. secretary of state), who holds it as portfolio, especially in a constitutional monarchy, but also as a polity
lawyer	30253229	A ***'s time and advice are his stock in trade. - aphorism often credited to Abraham Lincoln, but without attestation	A professional person qualified (as by a law degree or bar exam) and authorized to practice law, i.e. represent parties in lawsuits or trials and give legal advice.
portal	30171660	The local library, a *** of knowledge.	An entrance, entry point, or means of entry.
beta	30160524	The company is offering a public *** program to test the software.	The phase of development after alpha testing and before launch, in which software, while not complete, has been released to potential users for testing.
fail	30145364	The project was full of ***.	Poor quality; substandard workmanship.
banking	30095341	He banked with Barclays.	To deal with a bank or financial institution, or for an institution to provide financial services to a client.
won	29998103	to win the jackpot in a lottery;  to win a bottle of wine in a raffle	To gain (a prize) by succeeding in competition or contest.
assist	29963782	The foundation gave a much needed *** to the shelter.	A helpful action or an act of giving.
conduct	29955541	Good *** will be rewarded and likewise poor *** will be punished.	Behaviour; the manner of behaving
jazz	29920842	What is all this *** lying around?	The substance or makeup of a thing.
postal	29859679	for all your *** needs	Relating to the collection, sorting and delivery of mail.
wear	29846762	foot***; outdoor ***; maternity ***	(in combination) clothing
frequency	29808486	The *** of bus service has been improved from one every 15 to one every 12 minutes.	The rate of occurrence of anything; the relationship between incidence and time period.
minor	29782623	It is illegal to sell weapons to ***s under the age of eighteen.	A person who is below the age of majority, consent, criminal responsibility or other adult responsibilities and accountabilities.
finish	29769825	The car's *** was so shiny and new.	A protective coating given to wood or metal and other surfaces.
spent	29719451	He spends far more on gambling than he does on living proper.	To pay out (money).
extreme	29694906	***s of temperature	Each of the things at opposite ends of a range or scale.
cycle	29585286	the *** of the seasons, or of the year	An interval of space or time in which one set of events or phenomena is completed.
contain	29552509	I'm so excited, I can hardly *** myself!	To put constraint upon; to restrain; to confine; to keep within bounds.
accuracy	29536020	The value of testimony depends on its ***.	The state of being accurate; being free from mistakes, this exemption arising from carefulness; exactness; correctness
dual	29535368	The octahedron is the *** of the cube.	Of a regular polyhedron with V vertices and F faces, the regular polyhedron having F vertices and V faces.
rise	29535295	to *** a hill	To go up; to ascend; to climb.
sleep	29491537	You should *** 8 hours a day.	To rest in a state of reduced consciousness.
bird	29437150	Ducks and sparrows are ***s.	A member of the class of animals Aves in the phylum Chordata, characterized by being warm-blooded, having feathers and wings usually capable of flight, and laying eggs.
creation	29390035	I think the manufacturer was so ashamed of its *** that it didn't put its name on it!	Something created such as an invention or artwork.
scene	29372413	the *** of the crime	The location of an event that attracts attention.
hunter	29368718	The *** becomes the hunted.	One who hunts or seeks after anything.
lady	29348297	Sir John Smith and *** Smith.	An aristocratic title for a woman; the wife of a lord and/or a woman who holds the position in her own right; a title for a peeress, the wife of a peer or knight, and the daughters and daughters-in-law of certain peers.
writer	29320566	Has your girlfriend written you another letter already? She’s quite a ***!	A person who writes, or produces literary work.
violence	29309829	The *** of the storm, fortunately, was more awesome than destructive.	Extreme force.
drink	29254937	He drank the water I gave him.	To consume (a liquid) through the mouth.
academy	29252165	the military *** at West Point; a riding ***; the *** of Music.; a music ***; a language ***	A school or place of training in which some special art is taught.
dynamic	29251538	Watch the *** between the husband and wife when they disagree.	A characteristic or manner of an interaction; a behavior.
gender	29248973	The effect of the medication is dependent upon age, ***, and other factors.	(now sometimes proscribed) Sex (a category such as "male" or "female" into which sexually-reproducing organisms are divided on the basis of their reproductive roles in their species).
cleaning	29202463	Can you clean the windows today?	To remove dirt from a place or object.
portfolio	29149729	I would like to introduce you to our *** of services.	A collection of assets generally.
infrastructure	29090274	The parasitic tyranny's *** depends on secrecy in order to be effective.	(systems theory) An underlying base or foundation especially for an organization or system.
colour	29049269	Humans and birds can perceive color.	The spectral composition of visible light
philosophy	28960643	*** is often divided into five major branches: logic, metaphysics, epistemology, ethics and aesthetics.	An academic discipline that seeks truth through reasoning rather than empiricism.
